Year;Datetime;Stage;Stadium;City;Home Team Name;Home Team Goals;Away Team Goals;Away Team Name;Attendance
1930;13 Jul 1930 - 15:00 ;Group 1;Pocitos;Montevideo ;France;4;1;Mexico;4444
1930;13 Jul 1930 - 15:00 ;Group 4;Parque Central;Montevideo ;USA;3;0;Belgium;18346
1930;14 Jul 1930 - 12:45 ;Group 2;Parque Central;Montevideo ;Yugoslavia;2;1;Brazil;24059
1930;14 Jul 1930 - 14:50 ;Group 3;Pocitos;Montevideo ;Romania;3;1;Peru;2549
1930;15 Jul 1930 - 16:00 ;Group 1;Parque Central;Montevideo ;Argentina;1;0;France;23409
1930;16 Jul 1930 - 14:45 ;Group 1;Parque Central;Montevideo ;Chile;3;0;Mexico;9249
1930;17 Jul 1930 - 12:45 ;Group 2;Parque Central;Montevideo ;Yugoslavia;4;0;Bolivia;18306
1930;17 Jul 1930 - 14:45 ;Group 4;Parque Central;Montevideo ;USA;3;0;Paraguay;18306
1930;18 Jul 1930 - 14:30 ;Group 3;Estadio Centenario;Montevideo ;Uruguay;1;0;Peru;57735
1930;19 Jul 1930 - 12:50 ;Group 1;Estadio Centenario;Montevideo ;Chile;1;0;France;2000
1930;19 Jul 1930 - 15:00 ;Group 1;Estadio Centenario;Montevideo ;Argentina;6;3;Mexico;42100
1930;20 Jul 1930 - 13:00 ;Group 2;Estadio Centenario;Montevideo ;Brazil;4;0;Bolivia;25466
1930;20 Jul 1930 - 15:00 ;Group 4;Estadio Centenario;Montevideo ;Paraguay;1;0;Belgium;12000
1930;21 Jul 1930 - 14:50 ;Group 3;Estadio Centenario;Montevideo ;Uruguay;4;0;Romania;70022
1930;22 Jul 1930 - 14:45 ;Group 1;Estadio Centenario;Montevideo ;Argentina;3;1;Chile;41459
1930;26 Jul 1930 - 14:45 ;Semi-finals;Estadio Centenario;Montevideo ;Argentina;6;1;USA;72886
1930;27 Jul 1930 - 14:45 ;Semi-finals;Estadio Centenario;Montevideo ;Uruguay;6;1;Yugoslavia;79867
1930;30 Jul 1930 - 14:15 ;Final;Estadio Centenario;Montevideo ;Uruguay;4;2;Argentina;68346
1934;27 May 1934 - 16:30 ;Preliminary round;Stadio Benito Mussolini;Turin ;Austria;3;2;France;16000
1934;27 May 1934 - 16:30 ;Preliminary round;Giorgio Ascarelli;Naples ;Hungary;4;2;Egypt;9000
1934;27 May 1934 - 16:30 ;Preliminary round;San Siro;Milan ;Switzerland;3;2;Netherlands;33000
1934;27 May 1934 - 16:30 ;Preliminary round;Littorale;Bologna ;Sweden;3;2;Argentina;14000
1934;27 May 1934 - 16:30 ;Preliminary round;Giovanni Berta;Florence ;Germany;5;2;Belgium;8000
1934;27 May 1934 - 16:30 ;Preliminary round;Luigi Ferraris;Genoa ;Spain;3;1;Brazil;21000
1934;27 May 1934 - 16:30 ;Preliminary round;Nazionale PNF;Rome ;Italy;7;1;USA;25000
1934;27 May 1934 - 16:30 ;Preliminary round;Littorio;Trieste ;Czechoslovakia;2;1;Romania;9000
1934;31 May 1934 - 16:30 ;Quarter-finals;Stadio Benito Mussolini;Turin ;Czechoslovakia;3;2;Switzerland;12000
1934;31 May 1934 - 16:30 ;Quarter-finals;San Siro;Milan ;Germany;2;1;Sweden;3000
1934;31 May 1934 - 16:30 ;Quarter-finals;Giovanni Berta;Florence ;Italy;1;1;Spain;35000
1934;31 May 1934 - 16:30 ;Quarter-finals;Littorale;Bologna ;Austria;2;1;Hungary;23000
1934;01 Jun 1934 - 16:30 ;Quarter-finals;Giovanni Berta;Florence ;Italy;1;0;Spain;43000
1934;03 Jun 1934 - 16:30 ;Semi-finals;San Siro;Milan ;Italy;1;0;Austria;35000
1934;03 Jun 1934 - 16:30 ;Semi-finals;Nazionale PNF;Rome ;Czechoslovakia;3;1;Germany;15000
1934;07 Jun 1934 - 18:00 ;Match for third place;Giorgio Ascarelli;Naples ;Germany;3;2;Austria;7000
1934;10 Jun 1934 - 17:30 ;Final;Nazionale PNF;Rome ;Italy;2;1;Czechoslovakia;55000
1938;04 Jun 1938 - 17:00 ;First round;Parc des Princes;Paris ;Switzerland;1;1;Germany;27152
1938;05 Jun 1938 - 17:00 ;First round;Velodrome Municipale;Reims ;Hungary;6;0;Dutch East Indies;9000
1938;05 Jun 1938 - 17:00 ;First round;Stade Olympique;Colombes ;France;3;1;Belgium;30454
1938;05 Jun 1938 - 17:00 ;First round;Stade Municipal;Toulouse ;Cuba;3;3;Romania;7000
1938;05 Jun 1938 - 17:00 ;First round;Stade V�lodrome;Marseilles ;Italy;2;1;Norway;19000
1938;05 Jun 1938 - 17:30 ;First round;Stade de la Meinau;Strasbourg ;Brazil;6;5;Poland;13452
1938;05 Jun 1938 - 18:30 ;First round;Cavee Verte;Le Havre ;Czechoslovakia;3;0;Netherlands;11000
1938;09 Jun 1938 - 18:00 ;First round;Stade Municipal;Toulouse ;Cuba;2;1;Romania;8000
1938;09 Jun 1938 - 18:00 ;First round;Parc des Princes;Paris ;Switzerland;4;2;Germany;20025
1938;12 Jun 1938 - 17:00 ;Quarter-finals;Stade du Parc Lescure;Bordeaux ;Brazil;1;1;Czechoslovakia;22021
1938;12 Jun 1938 - 17:00 ;Quarter-finals;Victor Boucquey;Lille ;Hungary;2;0;Switzerland;15000
1938;12 Jun 1938 - 17:00 ;Quarter-finals;Fort Carree;Antibes ;Sweden;8;0;Cuba;7000
1938;12 Jun 1938 - 17:00 ;Quarter-finals;Stade Olympique;Colombes ;Italy;3;1;France;58455
1938;14 Jun 1938 - 18:00 ;Quarter-finals;Stade du Parc Lescure;Bordeaux ;Brazil;2;1;Czechoslovakia;18141
1938;16 Jun 1938 - 18:00 ;Semi-finals;Parc des Princes;Paris ;Hungary;5;1;Sweden;20000
1938;16 Jun 1938 - 18:00 ;Semi-finals;Stade V�lodrome;Marseilles ;Italy;2;1;Brazil;33000
1938;19 Jun 1938 - 17:00 ;Match for third place;Stade du Parc Lescure;Bordeaux ;Brazil;4;2;Sweden;12000
1938;19 Jun 1938 - 17:00 ;Final;Stade Olympique;Colombes ;Italy;4;2;Hungary;45000
1950;24 Jun 1950 - 15:00 ;Group 1;Maracan� - Est�dio Jornalista M�rio Filho;Rio De Janeiro ;Brazil;4;0;Mexico;81649
1950;25 Jun 1950 - 15:00 ;Group 2;Maracan� - Est�dio Jornalista M�rio Filho;Rio De Janeiro ;England;2;0;Chile;29703
1950;25 Jun 1950 - 15:00 ;Group 2;Durival de Brito;Curitiba ;Spain;3;1;USA;9511
1950;25 Jun 1950 - 15:00 ;Group 3;Pacaembu;Sao Paulo ;Sweden;3;2;Italy;36502
1950;25 Jun 1950 - 15:00 ;Group 1;Independencia;Belo Horizonte ;Yugoslavia;3;0;Switzerland;7336
1950;28 Jun 1950 - 15:00 ;Group 1;Pacaembu;Sao Paulo ;Brazil;2;2;Switzerland;42032
1950;28 Jun 1950 - 15:00 ;Group 1;Eucaliptos;Porto Alegre ;Yugoslavia;4;1;Mexico;11078
1950;29 Jun 1950 - 15:00 ;Group 2;Maracan� - Est�dio Jornalista M�rio Filho;Rio De Janeiro ;Spain;2;0;Chile;19790
1950;29 Jun 1950 - 15:30 ;Group 3;Durival de Brito;Curitiba ;Sweden;2;2;Paraguay;7903
1950;29 Jun 1950 - 15:00 ;Group 2;Independencia;Belo Horizonte ;USA;1;0;England;10151
1950;01 Jul 1950 - 15:00 ;Group 1;Maracan� - Est�dio Jornalista M�rio Filho;Rio De Janeiro ;Brazil;2;0;Yugoslavia;142429
1950;02 Jul 1950 - 15:00 ;Group 2;Maracan� - Est�dio Jornalista M�rio Filho;Rio De Janeiro ;Spain;1;0;England;74462
1950;02 Jul 1950 - 15:00 ;Group 3;Pacaembu;Sao Paulo ;Italy;2;0;Paraguay;25811
1950;02 Jul 1950 - 15:00 ;Group 4;Independencia;Belo Horizonte ;Uruguay;8;0;Bolivia;5284
1950;02 Jul 1950 - 15:40 ;Group 1;Eucaliptos;Porto Alegre ;Switzerland;2;1;Mexico;3580
1950;02 Jul 1950 - 15:00 ;Group 2;Ilha do Retiro;Recife ;Chile;5;2;USA;8501
1950;09 Jul 1950 - 15:00 ;Group 6;Pacaembu;Sao Paulo ;Uruguay;2;2;Spain;44802
1950;09 Jul 1950 - 15:00 ;Group 6;Maracan� - Est�dio Jornalista M�rio Filho;Rio De Janeiro ;Brazil;7;1;Sweden;138886
1950;13 Jul 1950 - 15:00 ;Group 6;Maracan� - Est�dio Jornalista M�rio Filho;Rio De Janeiro ;Brazil;6;1;Spain;152772
1950;13 Jul 1950 - 15:00 ;Group 6;Pacaembu;Sao Paulo ;Uruguay;3;2;Sweden;7987
1950;16 Jul 1950 - 15:00 ;Group 6;Pacaembu;Sao Paulo ;Sweden;3;1;Spain;11227
1950;16 Jul 1950 - 15:00 ;Group 6;Maracan� - Est�dio Jornalista M�rio Filho;Rio De Janeiro ;Uruguay;2;1;Brazil;173850
1954;16 Jun 1954 - 18:00 ;Group 3;Wankdorf Stadium;Berne ;Uruguay;2;0;Czechoslovakia;20500
1954;16 Jun 1954 - 18:00 ;Group 3;Hardturm;Zurich ;Austria;1;0;Scotland;25000
1954;16 Jun 1954 - 18:00 ;Group 1;Charmilles;Geneva ;Brazil;5;0;Mexico;13470
1954;16 Jun 1954 - 18:00 ;Group 1;La Pontaise;Lausanne ;Yugoslavia;1;0;France;16000
1954;17 Jun 1954 - 18:00 ;Group 2;Wankdorf Stadium;Berne ;Germany FR;4;1;Turkey;28000
1954;17 Jun 1954 - 18:00 ;Group 2;Hardturm;Zurich ;Hungary;9;0;Korea Republic;13000
1954;17 Jun 1954 - 18:10 ;Group 4;St. Jakob;Basel ;England;4;4;Belgium;14000
1954;17 Jun 1954 - 17:50 ;Group 4;La Pontaise;Lausanne ;Switzerland;2;1;Italy;43000
1954;19 Jun 1954 - 16:50 ;Group 3;St. Jakob;Basel ;Uruguay;7;0;Scotland;34000
1954;19 Jun 1954 - 17:00 ;Group 3;Hardturm;Zurich ;Austria;5;0;Czechoslovakia;26000
1954;19 Jun 1954 - 17:10 ;Group 1;Charmilles;Geneva ;France;3;2;Mexico;19000
1954;19 Jun 1954 - 17:00 ;Group 1;La Pontaise;Lausanne ;Brazil;1;1;Yugoslavia;24637
1954;20 Jun 1954 - 16:50 ;Group 2;St. Jakob;Basel ;Hungary;8;3;Germany FR;56000
1954;20 Jun 1954 - 17:00 ;Group 2;Charmilles;Geneva ;Turkey;7;0;Korea Republic;4000
1954;20 Jun 1954 - 17:10 ;Group 4;Wankdorf Stadium;Berne ;England;2;0;Switzerland;43500
1954;20 Jun 1954 - 17:00 ;Group 4;Comunale di Cornaredo;Lugano ;Italy;4;1;Belgium;24000
1954;23 Jun 1954 - 18:00 ;Group 2;Hardturm;Zurich ;Germany FR;7;2;Turkey;17000
1954;23 Jun 1954 - 18:00 ;Group 4;St. Jakob;Basel ;Switzerland;4;1;Italy;30000
1954;26 Jun 1954 - 17:00 ;Quarter-finals;St. Jakob;Basel ;Uruguay;4;2;England;28000
1954;26 Jun 1954 - 17:00 ;Quarter-finals;La Pontaise;Lausanne ;Austria;7;5;Switzerland;35000
1954;27 Jun 1954 - 17:00 ;Quarter-finals;Charmilles;Geneva ;Germany FR;2;0;Yugoslavia;17000
1954;27 Jun 1954 - 17:00 ;Quarter-finals;Wankdorf Stadium;Berne ;Hungary;4;2;Brazil;40000
1954;30 Jun 1954 - 18:00 ;Semi-finals;St. Jakob;Basel ;Germany FR;6;1;Austria;58000
1954;30 Jun 1954 - 18:00 ;Semi-finals;La Pontaise;Lausanne ;Hungary;4;2;Uruguay;45000
1954;03 Jul 1954 - 17:00 ;Match for third place;Hardturm;Zurich ;Austria;3;1;Uruguay;32000
1954;04 Jul 1954 - 17:00 ;Final;Wankdorf Stadium;Berne ;Germany FR;3;2;Hungary;62500
1958;08 Jun 1958 - 14:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;3;0;Mexico;34107
1958;08 Jun 1958 - 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Soviet Union;2;2;England;49348
1958;08 Jun 1958 - 19:00 ;Group 1;Malmo Stadion;Malm� ;Argentina;1;3;Germany FR;31156
1958;08 Jun 1958 - 19:00 ;Group 3;Jarnvallen;Sandviken ;Hungary;1;1;Wales;15343
1958;08 Jun 1958 - 19:00 ;Group 2;Idrottsparken;Norrk�Ping ;France;7;3;Paraguay;16518
1958;08 Jun 1958 - 19:00 ;Group 2;Arosvallen;Vasteras ;Yugoslavia;1;1;Scotland;9591
1958;08 Jun 1958 - 19:00 ;Group 4;Rimnersvallen;Udevalla ;Brazil;3;0;Austria;17788
1958;08 Jun 1958 - 19:00 ;Group 1;Orjans Vall;Halmstad ;Northern Ireland;1;0;Czechoslovakia;10647
1958;11 Jun 1958 - 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Brazil;0;0;England;40895
1958;11 Jun 1958 - 19:00 ;Group 3;Rasunda Stadium;Solna ;Mexico;1;1;Wales;15150
1958;11 Jun 1958 - 19:00 ;Group 2;Idrottsparken;Norrk�Ping ;Paraguay;3;2;Scotland;11665
1958;11 Jun 1958 - 19:00 ;Group 2;Arosvallen;Vasteras ;Yugoslavia;3;2;France;12217
1958;11 Jun 1958 - 19:00 ;Group 4;Ryavallen;Boras ;Soviet Union;2;0;Austria;21239
1958;11 Jun 1958 - 19:00 ;Group 1;Olympia Stadium;Helsingborg ;Germany FR;2;2;Czechoslovakia;25000
1958;11 Jun 1958 - 19:00 ;Group 1;Orjans Vall;Halmstad ;Argentina;3;1;Northern Ireland;14174
1958;12 Jun 1958 - 19:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;2;1;Hungary;38850
1958;15 Jun 1958 - 14:00 ;Group 3;Rasunda Stadium;Solna ;Sweden;0;0;Wales;30287
1958;15 Jun 1958 - 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Brazil;2;0;Soviet Union;50928
1958;15 Jun 1958 - 19:00 ;Group 1;Malmo Stadion;Malm� ;Germany FR;2;2;Northern Ireland;21990
1958;15 Jun 1958 - 19:00 ;Group 3;Jarnvallen;Sandviken ;Hungary;4;0;Mexico;13300
1958;15 Jun 1958 - 19:00 ;Group 2;Tunavallen;Eskilstuna ;Paraguay;3;3;Yugoslavia;13103
1958;15 Jun 1958 - 19:00 ;Group 2;Eyravallen;Orebro ;France;2;1;Scotland;13554
1958;15 Jun 1958 - 19:00 ;Group 4;Ryavallen;Boras ;England;2;2;Austria;15872
1958;15 Jun 1958 - 19:00 ;Group 1;Olympia Stadium;Helsingborg ;Czechoslovakia;6;1;Argentina;16418
1958;17 Jun 1958 - 19:00 ;Group 4;Nya Ullevi;Gothenburg ;Soviet Union;1;0;England;23182
1958;17 Jun 1958 - 19:00 ;Group 1;Malmo Stadion;Malm� ;Northern Ireland;2;1;Czechoslovakia;6196
1958;17 Jun 1958 - 19:00 ;Group 3;Rasunda Stadium;Solna ;Wales;2;1;Hungary;2823
1958;19 Jun 1958 - 19:00 ;Quarter-finals;Nya Ullevi;Gothenburg ;Brazil;1;0;Wales;25923
1958;19 Jun 1958 - 19:00 ;Quarter-finals;Malmo Stadion;Malm� ;Germany FR;1;0;Yugoslavia;20055
1958;19 Jun 1958 - 19:00 ;Quarter-finals;Rasunda Stadium;Solna ;Sweden;2;0;Soviet Union;31900
1958;19 Jun 1958 - 19:00 ;Quarter-finals;Idrottsparken;Norrk�Ping ;France;4;0;Northern Ireland;11800
1958;24 Jun 1958 - 19:00 ;Semi-finals;Nya Ullevi;Gothenburg ;Sweden;3;1;Germany FR;49471
1958;24 Jun 1958 - 19:00 ;Semi-finals;Rasunda Stadium;Solna ;Brazil;5;2;France;27100
1958;28 Jun 1958 - 17:00 ;Match for third place;Nya Ullevi;Gothenburg ;France;6;3;Germany FR;32483
1958;29 Jun 1958 - 15:00 ;Final;Rasunda Stadium;Solna ;Brazil;5;2;Sweden;49737
1962;30 May 1962 - 15:00 ;Group 1;Carlos Dittborn;Arica ;Uruguay;2;1;Colombia;7908
1962;30 May 1962 - 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Brazil;2;0;Mexico;10484
1962;30 May 1962 - 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Argentina;1;0;Bulgaria;7134
1962;30 May 1962 - 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;3;1;Switzerland;65006
1962;31 May 1962 - 15:00 ;Group 1;Carlos Dittborn;Arica ;Soviet Union;2;0;Yugoslavia;9622
1962;31 May 1962 - 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Czechoslovakia;1;0;Spain;12700
1962;31 May 1962 - 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Hungary;2;1;England;7938
1962;31 May 1962 - 15:00 ;Group 2;Nacional;Santiago De Chile ;Germany FR;0;0;Italy;65440
1962;02 Jun 1962 - 15:00 ;Group 1;Carlos Dittborn;Arica ;Yugoslavia;3;1;Uruguay;8829
1962;02 Jun 1962 - 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Brazil;0;0;Czechoslovakia;14903
1962;02 Jun 1962 - 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;England;3;1;Argentina;9794
1962;02 Jun 1962 - 15:00 ;Group 2;Nacional;Santiago De Chile ;Chile;2;0;Italy;66057
1962;03 Jun 1962 - 15:00 ;Group 1;Carlos Dittborn;Arica ;Soviet Union;4;4;Colombia;8040
1962;03 Jun 1962 - 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Spain;1;0;Mexico;11875
1962;03 Jun 1962 - 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Hungary;6;1;Bulgaria;7442
1962;03 Jun 1962 - 15:00 ;Group 2;Nacional;Santiago De Chile ;Germany FR;2;1;Switzerland;64922
1962;06 Jun 1962 - 15:00 ;Group 1;Carlos Dittborn;Arica ;Soviet Union;2;1;Uruguay;9973
1962;06 Jun 1962 - 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Brazil;2;1;Spain;18715
1962;06 Jun 1962 - 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;Hungary;0;0;Argentina;7945
1962;06 Jun 1962 - 15:00 ;Group 2;Nacional;Santiago De Chile ;Germany FR;2;0;Chile;67224
1962;07 Jun 1962 - 15:00 ;Group 1;Carlos Dittborn;Arica ;Yugoslavia;5;0;Colombia;7167
1962;07 Jun 1962 - 15:00 ;Group 3;Estadio Sausalito;Vina Del Mar ;Mexico;3;1;Czechoslovakia;10648
1962;07 Jun 1962 - 15:00 ;Group 4;Estadio El Teniente-Codelco;Rancagua ;England;0;0;Bulgaria;5700
1962;07 Jun 1962 - 15:00 ;Group 2;Nacional;Santiago De Chile ;Italy;3;0;Switzerland;59828
1962;10 Jun 1962 - 14:30 ;Quarter-finals;Carlos Dittborn;Arica ;Chile;2;1;Soviet Union;17268
1962;10 Jun 1962 - 14:30 ;Quarter-finals;Estadio Sausalito;Vina Del Mar ;Brazil;3;1;England;17736
1962;10 Jun 1962 - 14:30 ;Quarter-finals;Estadio El Teniente-Codelco;Rancagua ;Czechoslovakia;1;0;Hungary;11690
1962;10 Jun 1962 - 14:30 ;Quarter-finals;Nacional;Santiago De Chile ;Yugoslavia;1;0;Germany FR;63324
1962;13 Jun 1962 - 14:30 ;Semi-finals;Estadio Sausalito;Vina Del Mar ;Czechoslovakia;3;1;Yugoslavia;5890
1962;13 Jun 1962 - 14:30 ;Semi-finals;Nacional;Santiago De Chile ;Brazil;4;2;Chile;76594
1962;16 Jun 1962 - 14:30 ;Match for third place;Nacional;Santiago De Chile ;Chile;1;0;Yugoslavia;66697
1962;17 Jun 1962 - 14:30 ;Final;Nacional;Santiago De Chile ;Brazil;3;1;Czechoslovakia;68679
1966;11 Jul 1966 - 19:30 ;Group 1;Wembley Stadium;London ;England;0;0;Uruguay;87148
1966;12 Jul 1966 - 19:30 ;Group 2;Hillsborough;Sheffield ;Germany FR;5;0;Switzerland;36127
1966;12 Jul 1966 - 19:30 ;Group 3;Goodison Park;Liverpool ;Brazil;2;0;Bulgaria;47308
1966;12 Jul 1966 - 19:30 ;Group 4;Ayresome Park;Middlesbrough ;Soviet Union;3;0;Korea DPR;23006
1966;13 Jul 1966 - 19:30 ;Group 1;Wembley Stadium;London ;France;1;1;Mexico;69237
1966;13 Jul 1966 - 19:30 ;Group 3;Old Trafford Stadium;Manchester ;Portugal;3;1;Hungary;29886
1966;13 Jul 1966 - 19:30 ;Group 2;Villa Park;Birmingham ;Argentina;2;1;Spain;42738
1966;13 Jul 1966 - 19:30 ;Group 4;Roker Park Ground;Sunderland ;Italy;2;0;Chile;27199
1966;15 Jul 1966 - 19:30 ;Group 1;White City;London ;Uruguay;2;1;France;45662
1966;15 Jul 1966 - 19:30 ;Group 2;Hillsborough;Sheffield ;Spain;2;1;Switzerland;32028
1966;15 Jul 1966 - 19:30 ;Group 3;Goodison Park;Liverpool ;Hungary;3;1;Brazil;51387
1966;15 Jul 1966 - 19:30 ;Group 4;Ayresome Park;Middlesbrough ;Korea DPR;1;1;Chile;13792
1966;16 Jul 1966 - 15:00 ;Group 3;Old Trafford Stadium;Manchester ;Portugal;3;0;Bulgaria;25438
1966;16 Jul 1966 - 15:00 ;Group 2;Villa Park;Birmingham ;Germany FR;0;0;Argentina;46587
1966;16 Jul 1966 - 15:00 ;Group 4;Roker Park Ground;Sunderland ;Soviet Union;1;0;Italy;27793
1966;16 Jul 1966 - 19:30 ;Group 1;Wembley Stadium;London ;England;2;0;Mexico;92570
1966;19 Jul 1966 - 16:30 ;Group 1;Wembley Stadium;London ;Uruguay;0;0;Mexico;61112
1966;19 Jul 1966 - 19:30 ;Group 2;Hillsborough;Sheffield ;Argentina;2;0;Switzerland;32127
1966;19 Jul 1966 - 19:30 ;Group 3;Goodison Park;Liverpool ;Portugal;3;1;Brazil;58479
1966;19 Jul 1966 - 19:30 ;Group 4;Ayresome Park;Middlesbrough ;Korea DPR;1;0;Italy;17829
1966;20 Jul 1966 - 19:30 ;Group 1;Wembley Stadium;London ;England;2;0;France;98270
1966;20 Jul 1966 - 19:30 ;Group 3;Old Trafford Stadium;Manchester ;Hungary;3;1;Bulgaria;24129
1966;20 Jul 1966 - 19:30 ;Group 2;Villa Park;Birmingham ;Germany FR;2;1;Spain;42187
1966;20 Jul 1966 - 19:30 ;Group 4;Roker Park Ground;Sunderland ;Soviet Union;2;1;Chile;16027
1966;23 Jul 1966 - 15:00 ;Quarter-finals;Wembley Stadium;London ;England;1;0;Argentina;90584
1966;23 Jul 1966 - 15:00 ;Quarter-finals;Hillsborough;Sheffield ;Germany FR;4;0;Uruguay;40007
1966;23 Jul 1966 - 15:00 ;Quarter-finals;Roker Park Ground;Sunderland ;Soviet Union;2;1;Hungary;26844
1966;23 Jul 1966 - 15:00 ;Quarter-finals;Goodison Park;Liverpool ;Portugal;5;3;Korea DPR;40248
1966;25 Jul 1966 - 19:30 ;Semi-finals;Goodison Park;Liverpool ;Germany FR;2;1;Soviet Union;38273
1966;26 Jul 1966 - 19:30 ;Semi-finals;Wembley Stadium;London ;England;2;1;Portugal;94493
1966;28 Jul 1966 - 19:30 ;Match for third place;Wembley Stadium;London ;Portugal;2;1;Soviet Union;87696
1966;30 Jul 1966 - 15:00 ;Final;Wembley Stadium;London ;England;4;2;Germany FR;96924
1970;31 May 1970 - 12:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;0;0;Soviet Union;107160
1970;02 Jun 1970 - 16:00 ;Group 2;Cuauhtemoc;Puebla ;Uruguay;2;0;Israel;20654
1970;02 Jun 1970 - 16:00 ;Group 4;Nou Camp - Estadio Le�n;Leon ;Peru;3;2;Bulgaria;13765
1970;02 Jun 1970 - 16:00 ;Group 3;Jalisco;Guadalajara ;England;1;0;Romania;50560
1970;03 Jun 1970 - 16:00 ;Group 2;Luis Dosal;Toluca ;Italy;1;0;Sweden;13433
1970;03 Jun 1970 - 16:00 ;Group 4;Nou Camp - Estadio Le�n;Leon ;Germany FR;2;1;Morocco;12942
1970;03 Jun 1970 - 16:00 ;Group 3;Jalisco;Guadalajara ;Brazil;4;1;Czechoslovakia;52897
1970;03 Jun 1970 - 16:00 ;Group 1;Estadio Azteca;Mexico City ;Belgium;3;0;El Salvador;92205
1970;06 Jun 1970 - 16:00 ;Group 2;Cuauhtemoc;Puebla ;Uruguay;0;0;Italy;29968
1970;06 Jun 1970 - 16:00 ;Group 4;Nou Camp - Estadio Le�n;Leon ;Peru;3;0;Morocco;13537
1970;06 Jun 1970 - 16:00 ;Group 3;Jalisco;Guadalajara ;Romania;2;1;Czechoslovakia;56818
1970;06 Jun 1970 - 16:00 ;Group 1;Estadio Azteca;Mexico City ;Soviet Union;4;1;Belgium;95261
1970;07 Jun 1970 - 12:00 ;Group 2;Luis Dosal;Toluca ;Sweden;1;1;Israel;9624
1970;07 Jun 1970 - 12:00 ;Group 4;Nou Camp - Estadio Le�n;Leon ;Germany FR;5;2;Bulgaria;12710
1970;07 Jun 1970 - 12:00 ;Group 3;Jalisco;Guadalajara ;Brazil;1;0;England;66843
1970;07 Jun 1970 - 12:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;4;0;El Salvador;103058
1970;10 Jun 1970 - 16:00 ;Group 2;Cuauhtemoc;Puebla ;Sweden;1;0;Uruguay;18163
1970;10 Jun 1970 - 16:00 ;Group 4;Nou Camp - Estadio Le�n;Leon ;Germany FR;3;1;Peru;17875
1970;10 Jun 1970 - 16:00 ;Group 3;Jalisco;Guadalajara ;Brazil;3;2;Romania;50804
1970;10 Jun 1970 - 16:00 ;Group 1;Estadio Azteca;Mexico City ;Soviet Union;2;0;El Salvador;89979
1970;11 Jun 1970 - 16:00 ;Group 2;Luis Dosal;Toluca ;Italy;0;0;Israel;9890
1970;11 Jun 1970 - 16:00 ;Group 4;Nou Camp - Estadio Le�n;Leon ;Bulgaria;1;1;Morocco;12299
1970;11 Jun 1970 - 16:00 ;Group 3;Jalisco;Guadalajara ;England;1;0;Czechoslovakia;49292
1970;11 Jun 1970 - 16:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;1;0;Belgium;108192
1970;14 Jun 1970 - 12:00 ;Quarter-finals;Luis Dosal;Toluca ;Italy;4;1;Mexico;26851
1970;14 Jun 1970 - 12:00 ;Quarter-finals;Nou Camp - Estadio Le�n;Leon ;Germany FR;3;2;England;23357
1970;14 Jun 1970 - 12:00 ;Quarter-finals;Jalisco;Guadalajara ;Brazil;4;2;Peru;54233
1970;14 Jun 1970 - 12:00 ;Quarter-finals;Estadio Azteca;Mexico City ;Uruguay;1;0;Soviet Union;26085
1970;17 Jun 1970 - 16:00 ;Semi-finals;Jalisco;Guadalajara ;Brazil;3;1;Uruguay;51261
1970;17 June 1970 - 16:00 ;Semi-finals;Estadio Azteca;Mexico City ;Italy;4;3;Germany FR;102444
1970;20 Jun 1970 - 16:00 ;Match for third place;Estadio Azteca;Mexico City ;Germany FR;1;0;Uruguay;104403
1970;21 Jun 1970 - 12:00 ;Final;Estadio Azteca;Mexico City ;Brazil;4;1;Italy;107412
1974;13 Jun 1974 - 17:00 ;Group 2;Waldstadion;Frankfurt/Main ;Brazil;0;0;Yugoslavia;62000
1974;14 Jun 1974 - 16:00 ;Group 1;Olympiastadion;Berlin West ;Germany FR;1;0;Chile;81100
1974;14 Jun 1974 - 19:30 ;Group 1;Volksparkstadion;Hamburg ;German DR;2;0;Australia;17000
1974;14 Jun 1974 - 19:30 ;Group 2;Westfalenstadion;Dortmund ;Zaire;0;2;Scotland;27000
1974;15 Jun 1974 - 16:00 ;Group 3;Niedersachsenstadion;Hanover ;Uruguay;0;2;Netherlands;55100
